QuestChainID,QuestID,Checkpoint,BlockSaveGame,IsStationRoomCheckpoint,OnActivate,OnComplete,WaitEventBeforePanel,ActorCenterEventId,FailDistance,Task0,Task0Text,Task0POI,Task1,Task1Text,Task1POI,Task2,Task2Text,Task2POI,Task3,Task3Text,Task3POI,Task4,Task4Text,Task4POI,FailEvent,Timer (seconds),OnEndTimerEvent,RollbackLocationId,DescriptionOverride
SY02QGold,SY02QGold_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RE_SS-Heusos,Land at the Heusos Station in the Hole area,[SYS_2 TS_SUB-InsectKiss TS_SS-Heusos],,//,,,//,,,//,,,,,EV_QE_SY02QIron,,,,NONE
SY02QIron,SY02QIron_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RE_SS-FineryForge,Land at the Finery Forge Station in the Hole area,[SYS_2 TS_SUB-InsectKiss TS_SS-FineryForge],,//,,,//,,,//,,,,,EV_QE_SY02QGold,,,,NONE
,,,FALSE,FALSE,,,,,,,//,,,//,,,//,,,//,,,,,,,,,//
SY02Q19,SY02Q19_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_CC_CUT_SY02Fort-Iron-01,Conquer Hard Steel,[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostIron-Morya],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q20,SY02Q20_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_CC_CUT_SY02Fort-Iron-02,Conquer Iron Ore,[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostIron-IronOre],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q21,SY02Q21_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_CC_CUT_SY02Fort-Iron-03,Conquer Finery Forge,[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostIron-FineryForge],,//,,,//,,,//,,,,,,,,,NONE
SY02Q22,SY02Q22_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_CC_CUT_SY02Fort-Gold-01,Conquer Theia,[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostGold-Theia],,//,,,//,,,//,,,,,,,,,NONE
SY02Q23,SY02Q23_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_CC_CUT_SY02Fort-Gold-02,Conquer Varna,[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostGold-Smaug],,//,,,//,,,//,,,,,,,,,NONE
SY02Q24,SY02Q24_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_CC_CUT_SY02Fort-Gold-03,Conquer Heusos,[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostGold-Heusos],,//,,,//,,,//,,,,,,,,,NONE
,,,FALSE,FALSE,,,,,,,,,,//,,,//,,,//,,,,,,,,,//
,,,,,,,,,,,,,,//,,,//,,,//,,,,,,,,,//
,,,,,,,,,,,//,,,//,,,//,,,//,,,//,,,,,,//
SY03Q00,SY03Q00_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_SS-Macbeth,Forward into the Tree,[SYS_3 TS_SUB-Tree TS_SS-Macbeth],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q00,SY03Q00_B,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_Archeo-0,Follow Rehun's bio-echo,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-0],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q00,SY03Q00_C,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Exploration-Horror",,,TM-MalaxdonRelic_SY03Q00,35000,EV_IC_INT-Relic_SY03Q00,Use the scanner to locate and examine the trace,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-0]
[SYS_3 TS_SUB-Tree TS_INT-Relic_SY03Q00]",,//,,,//,,,//,,,,,,,,,"Homerus has calibrated the scanner to track the Rehun's bio-echo. Now, you need to find where the echo leads."
SY03Q00,SY03Q00_D,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q00_D
CS_CUT_SY03Q00_D
MSAE_FIght-Horror",ULD_01-SY03Q00_D,,TM-MalaxdonRelic_SY03Q00,35000,EV_CC_CUT_SY03Q00_D,[H] - wait for cutscene,,,//,,,//,,,//,,,,,,,,,NONE
SY03Q00,SY03Q00_E,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q00_E
MPAR_Intensity_1",ULD_01-SY03Q00_E,,TM-MalaxdonRelic_SY03Q00,35000,EV_WO_Wave_SY03Q00_E,Kill the menacing creatures,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q00_E],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q00,SY03Q00_F,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"MSOE_Tension-Soft
MMAUTO_STOP",,INT-Membrane_SY03Q00,35000,EV_IC_INT-Membrane_SY03Q00,Take what the creature left,[SYS_3 TS_SUB-Tree TS_INT-Membrane_SY03Q00],,//,,,//,,,//,,,,,,,,,NONE
SY03Q00,SY03Q00_G,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_SS-Macbeth,Return to Stump Station,[SYS_3 TS_SUB-Tree TS_SS-Macbeth],,//,,,//,,,//,,,//,,,,,,"The Rehun's bio-echo led you to a destroyed ship. You found it had been attacked by strange explosive creatures and managed to recover a surviving sample. The Rehun's echo reacted to the sample but weakened again once you collected it. 
Homerus suggests contacting Yalda, leader of the Malaxdon, raiders who worship the Tree and its creatures. She will help you with the sample."
SY03Q00,SY03Q00_G1,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_DC_TST_SY03Q00_G1,[H] wait for dialogue,,,,,,//,,,//,,,,,,,,,NONE
SY03Q01,SY03Q01_A,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY03Q01_A,,,,,EV_RP_Zone_SY3_Ss1_MiddleTemple,Reach the Middle Temple area,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_MiddleTemple],,//,,,//,,,//,,,,,,,,,NONE
SY03Q01,SY03Q01_B,NO_CHECKPOINT,FALSE,FALSE,,ULD_01-SY03Q01_A,,,,EV_IC_INT-MemoryFragment_MalaxdonSY03Q01,Use the Malaxdon's neural fragment to find a clue,[SYS_3 TS_SUB-Tree TS_INT-MemoryFragment_MalaxdonSY03Q01],,//,,,//,,,//,,,,,,,,,NONE
SY03Q01,SY03Q01_C,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_Archeo-1,Reach Eerie Ruins,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-1],,//,,,//,,,//,,,//,,,,,,"You found a neural fragment from a dead Malaxdon. Homerus extracted coordinates pointing to the Eerie Ruins, where the Malaxdon were headed, in pursuit of someone. Yalda claims the targets were Lexon, a sect of former Malaxdon who abandoned Great We, the common AI installed in all Malaxdon ships."
SY03Q01,SY03Q01_C1,CHECKPOINT_SAFE,FALSE,FALSE,"MMAUTO_START
MSAE_Movement_Fight_Frabetti",,,Zone_SY3_Ss1_Archeo-1,100000,EV_IC_INT-Archeo1Activator,Connect to the Neseref,[SYS_3 TS_SUB-Tree TS_INT-Archeo1Activator],,,,,//,,,//,,,,,,,,,"As soon as you arrive at the Eerie Ruins, Homerus senses the energy of a Neseref, an ancient Neterunian transport. Your AI can connect to the Neseref's network, enabling you to travel quickly along the Tree."
SY03Q01,SY03Q01_D,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q01_B
MAL_UP_100",,,Zone_SY3_Ss1_Archeo-1,100000,EV_RP_EN-Maalaxmi_SY03Q01,Reach the Malaxdon in distress,[SYS_3 TS_SUB-Tree TS_EN-Maalaxmi_SY03Q01],,//,,,//,,,//,,,,,,,,,"Homerus managed to connect to the Neseref network. From now on, you can connect and use any Neseref you find. 
You noticed a Malaxdon in distress, undoubtedly part of the team Yalda sent to investigate the area."
SY03Q01,SY03Q01_E,CHECKPOINT_SAFE,TRUE,FALSE,"LD_01-SY03Q01_C
MSAE_Fight-Neterunian
MPAR_Intensity_1",ULD_01-SY03Q01_C,,Wave_SY03Q01_C,45000,EV_WO_Wave_SY03Q01_C,Kill the Lexon,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-1],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q01,SY03Q01_F,CHECKPOINT_SAFE,FALSE,FALSE,"LD_01-SY03Q01_F
MSAE_Movement_Fight_Frabetti","ULD_01-SY03Q01_F
LD_01-SY03Q01_D
MSOE_Movement_Fight_Frabetti
MMAUTO_STOP",,Zone_SY3_Ss1_Archeo-1,70000,EV_IC_INT-MalaxdonPiece_SY03Q01(3),Use the scanner to locate and collect Malaxdon's Modules in the lower part of Eerie Ruins,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_RuinsDown]
[SYS_3 TS_SUB-Tree TS_INT-MalaxdonPiece_SY03Q01]",,//,,,//,,,//,,,,,,,,,"ou have found that the Malaxdon were killed by Lexon, just as Yalda feared, confirming Yalda's fears. Yalda gives no further explanation, but she will consider your task complete once you bring her the modules of her fallen siblings to extract their last moments, which are considered sacred by the Malaxdon."
SY03Q01,SY03Q01_G,CHECKPOINT_ALWAYS,FALSE,FALSE,,ULD_01-SY03Q01_B,,,,EV_RP_EN-Kuzmina,Meet Yalda near Middle Temple Station,[SYS_3 TS_SUB-Tree TS_EN-Kuzmina],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_A,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY03Q01_D,ULD_01-SY03Q01_D,,,,EV_RP_Zone_SY3_Ss1_Equilibrium,Reach Equilibrium Station,[SYS_3 TS_SUB-Tree TS_SS-Equilibrium],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_B,NO_CHECKPOINT,TRUE,FALSE,"
LD_01-SY03Q02_B
CS_CUT_SY03Q02_B
MMAUTO_START
MSAE_Fight-Neterunian",ULD_01-SY03Q02_B,,,,EV_CC_CUT_SY03Q02_B,[H] wait for cutscene,,,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_C,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q02_C
MPAR_Intensity_1",LD_01-SY03Q02_C1,,Zone_SY3_Ss1_Equilibrium,65000,EV_GI_SY02Q03_C,Use the three Bastions to reactivate Equilibrium's defenses,[SYS_3 TS_SUB-Tree TS_INT-Bastion_SY03Q02],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_C1,CHECKPOINT_ALWAYS,TRUE,FALSE,MPAR_Intensity_2,"ULD_01-SY03Q02_C1
MSOE_Fight-Neterunian
MMAUTO_STOP
ULD_01-SY03Q02_C",,Zone_SY3_Ss1_Equilibrium,65000,EV_WO_Wave_SY03Q02_C1,Destroy Lexon reinforcements,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q02_C1],,//,,,//,,,//,,,,,,,,,NONE
,,NO_CHECKPOINT,FALSE,FALSE,,"MSOE_Tension-Soft
MMAUTO_STOP",,,,EV_IC_INT-StationRec-Equilibrium,//,[SYS_3 TS_SUB-Tree TS_INT-StationRec-Equilibrium],,//,,,//,,,//,,,,,,,,,//
,,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY03Q02_D
CS_CUT_SY03Q02_D
",ULD_01-SY03Q02_D,,,,EV_CC_CUT_SY03Q02_D,[H] wait for cutscene,,,//,,,//,,,//,,,//,,,,,,//
SY03Q02,SY03Q02_E,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_MM_MOD56c-Organic_Starting,Mount the Honorary Balancer,[SYS_3 TS_SUB-Tree TS_SS-Equilibrium],,//,,,//,,,//,,,,,,,,,NONE
SY03Q02,SY03Q02_F,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_Rottami-SY03Q02,Find the fleeing Lexons,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Rottami-SY03Q02],,//,,,//,,,//,,,,,,,,,NONE
SY03Q02,SY03Q02_G,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q02_G
MMAUTO_START
MSAE_TensionBeat_LOW",,,,40000,EV_DE_TM-OrganicNest_SY03Q02,Destroy the organic lock,[SYS_3 TS_SUB-Tree TS_TM-OrganicNest_SY03Q02],,//,,,//,,,//,,,,,,,,,NONE
SY03Q02,SY03Q02_H,NO_CHECKPOINT,TRUE,FALSE,,ULD_01-SY03Q02_G,,Zone_SY3_Ss1_Rottami-SY03Q02,40000,EV_IC_INT-MemoryFragment_ClueSY03Q02,Examine the neural fragment,[SYS_3 TS_SUB-Tree TS_INT-MemoryFragment_ClueSY03Q02],,//,,,//,,,//,,,,,,,,,NONE
SY03Q02,SY03Q02_I,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_01-SY03Q02_I
MSAE_LimboFight-NoLevel","ULD_01-SY03Q02_I
MSOE_LimboFight-NoLevel
MMAUTO_STOP","
",Wave_SY03Q02_I,40000,EV_WO_Wave_SY03Q02_I,Kill all attacking Zanion,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q02_I],,//,,,//,,,//,,,,,,,,,NONE
SY03Q02,SY03Q02_L,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_Rottami-2,Reach the position of the Lexon High Adepts,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Rottami-2],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_M,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q02_F
MMAUTO_START
MSAE_Fight-Neterunian
MPAR_Intensity_2",,,Wave_SY03Q02_F,40000,EV_WO_Wave_SY03Q02_F,Kill the Lexon High Adepts,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q02_F],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_N,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"ULD_01-SY03Q02_F
MSOE_Tension-Soft
MMAUTO_STOP",,Wave_SY03Q02_F,40000,EV_IC_INT-MemoryFragment_HighLexon00,Get information from the neural fragment,[SYS_3 TS_SUB-Tree TS_INT-MemoryFragment_HighLexon00],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q02,SY03Q02_O,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_SS-Equilibrium,Return to Equilibrium Station,[SYS_3 TS_SUB-Tree TS_SS-Equilibrium],,//,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_Archeo-2,Search for traces of Tale Shoo in the Last Ruins area,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-2],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q03,SY03Q03_A1,CHECKPOINT_SAFE,TRUE,FALSE,"LD_01-SY03Q03_A1
MMAUTO_START
MSAE_Fight-Neterunian","ULD_01-SY03Q03_A1
MSOE_Tension-Soft
MMAUTO_STOP",,Wave_SY03Q03_A1,40000,EV_WO_Wave_SY03Q03_A1,Eliminate the Lexon,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q03_A1],,,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_B,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-NeterunianLump_SY03Q03,Use the scanner to locate and use a Neterunian Lump,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-2]
[SYS_3 TS_SUB-Tree TS_INT-NeterunianLump_SY03Q03]",,//,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_C,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q03_C
MMAUTO_START
MSAE_Fight-Horror
MPAR_Intensity_2","ULD_01-SY03Q03_C
MSOE_Fight-Horror
MMAUTO_STOP",,ENEG-SY03Q03_C,40000,EV_EGE_ENEG-SY03Q03_C,Kill the Lexon,[SYS_3 TS_SUB-Tree TS_ENEG-SY03Q03_C],CARGO_COL-StationSupply_X,Get a clue about Tale Shoo,"[SYS_3 TS_SUB-Tree TS_ENEG-SY03Q03_C]
[SYS_3 TS_SUB-Tree TS_COL-StationSupply_X]",,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_C1,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_MiddleTemple,Return to Middle Temple,[SYS_3 TS_SUB-Tree TS_SS-MiddleTemple],,,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_C2,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY03Q03_C3,,,,,EV_RP_Wave_SY03Q03_C3,Reconstruct the mnemonic data you got from the cultist,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q03_C3],,,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_C3,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_Fight-Horror
MPAR_Intensity_2","ULD_01-SY03Q03_C3
MSOE_Fight-Horror
MMAUTO_STOP",,Wave_SY03Q03_C3,40000,EV_WO_Wave_SY03Q03_C3,Don't let the Lexon stop you,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q03_C3],,,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_D,CHECKPOINT_ALWAYS,FALSE,FALSE,,CIR_COL-StationSupply_X,,,,EV_IC_INT-MemoryRepair_SY03Q03,Run the Analyzer in Equilibrium to restore the Lexon's neural fragment,[SYS_3 TS_SUB-Tree TS_INT-MemoryRepair_SY03Q03],,,,,//,,,//,,,,,,,,,NONE
SY03Q03,SY03Q03_E,CHECKPOINT_ALWAYS,FALSE,FALSE,"LD_01-SY03Q03_F
MMAUTO_START
MSAE_Tension_Horror","ULD_01-SY03Q03_F
MSOE_Tension_Horror
MMAUTO_STOP",,INT-MemoryFragment_LexonCultist00,10000,EV_IC_INT-MemoryFragment_LexonCultist00,Examine the restored fragment,[SYS_3 TS_SUB-Tree TS_INT-MemoryFragment_LexonCultist00],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_Zone_SY3_Ss1_Archeo-3,Reach the Lexon shelter in Forbidden Ruins,[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-3],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_B,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_IC_INT-Mechanism_SY03Q04(4),Use the scanner to locate and unlock shelter opening mechanisms,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-3]
[SYS_3 TS_SUB-Tree TS_INT-Mechanism_SY03Q04]",,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_B1,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY03Q04_B2,,,,,"EV_RP_INT-FinalMechanism_SY03Q04, EV_RP_Wave_SY03Q04_B2",Unlock last mechanism,[SYS_3 TS_SUB-Tree TS_INT-FinalMechanism_SY03Q04],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_B2,CHECKPOINT_SAFE,TRUE,FALSE,"MMAUTO_START
MSAE_Fight-Horror
MPAR_Intensity_2","ULD_01-SY03Q04_B2
MSOE_Fight-Horror
MMAUTO_STOP",,Wave_SY03Q04_B2,40000,EV_WO_Wave_SY03Q04_B2,Destroy all the Lexon cultists,[SYS_3 TS_SUB-Tree TS_Wave_SY03Q04_B2],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_C,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-FinalMechanism_SY03Q04,Unlock last mechanism,[SYS_3 TS_SUB-Tree TS_INT-FinalMechanism_SY03Q04],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_D,NO_CHECKPOINT,TRUE,FALSE,LD_01-SY03Q04_D,ULD_01-SY03Q04_D,,,,EV_RP_Zone_SY03Q04_D_Trigger,Find Tale Shoo,[SYS_3 TS_SUB-Tree TS_Zone_SY03Q04_D_Trigger],,,,,//,,,//,,,,,,,,,NONE
,,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q04_E
CS_CUT_SY03Q04_E","ULD_01-SY03Q04_E
LD_01-SY03Q04_F",,,,EV_CC_CUT_SY03Q04_E,[H] - wait for cutscene,,,,,,//,,,//,,,,,,,,,//
SY03Q04,SY03Q04_F,NO_CHECKPOINT,TRUE,FALSE,"LD_01-SY03Q04_F
MMAUTO_START
MSAE_Fight_Frabetti
MPAR_Intensity_2",ULD_01-GhostArea_Archeo3,,,,EV_DE_EN-Tale,Kill Tale Shoo,[SYS_3 TS_SUB-Tree TS_EN-Tale],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_G,CHECKPOINT_ALWAYS,TRUE,FALSE,MSAE_Tension-Soft,"ULD_01-SY03Q04_F
MSOE_Tension-Soft
MMAUTO_STOP",,,,EV_IC_INT-MemoryFragment_TaleShoo00,Examine the neural fragment,[SYS_3 TS_SUB-Tree TS_INT-MemoryFragment_TaleShoo00],,,,,//,,,//,,,,,,,,,NONE
SY03Q04,SY03Q04_H,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_SS-Equilibrium,Reach Equilibrium Station,"[SYS_3 TS_SUB-Tree TS_SS-Equilibrium]
[SYS_3 TS_SUB-Tree TS_teletrasporto neteruniano]",,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_A,CHECKPOINT_ALWAYS,FALSE,FALSE,,LD_02-SY03Q05_A-Tempio,,,,EV_RP_SUB-Mosque,Use the Neterunian Gate to reach the Sanctum,[SYS_3 TS_SUB-Mosque],,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_B,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY03Q05_B,,,,,EV_RP_Zone_SY3_Ss1_Sanctum00,Enter the Sanctum,[SYS_3 TS_SUB-Mosque TS_Zone_SY3_Ss1_Sanctum00],,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_C,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_02-SY03Q05_C
CS_CUT_SY03Q05_C",ULD_02-SY03Q05_C,,,,EV_CC_CUT_SY03Q05_C,[H] - wait for cutscene,,,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_D,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_02-SY03Q05_D,,,,,EV_IC_INT-BluCode_SY03Q05,Find Ban Xerte's secrection,,,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_E,CHECKPOINT_ALWAYS,FALSE,FALSE,,"ULD_02-SY03Q05_B
LD_02-SY03Q05_E",,,,EV_IC_INT-DoorOpener_SY03Q05,Advance further into the Sanctum,,,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_F,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY03Q05_F,"ULD_02-SY03Q05_F
ULD_02-SY03Q05_E",,,,EV_RP_Zone_Temple_LocustTriggerArea,Continue your search,,,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_G,CHECKPOINT_ALWAYS,TRUE,FALSE,LD_02-SY03Q05_G,,,,,EV_WO_Wave_SY03Q05_G,Survive the locusts,,,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_H,NO_CHECKPOINT,FALSE,FALSE,,ULD_02-SY03Q05_G,,,,EV_IC_INT-GunUpdate_SY03Q05,Use the scanner to locate toxocycle,[SYS_3 TS_SUB-Mosque TS_INT-GunUpdate_SY03Q05],,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_I,CHECKPOINT_ALWAYS,TRUE,FALSE,LD_02-SY03Q05_I,,,,,EV_DE_AllTentacle,Repel Tentacled Spores,,,,,,//,,,//,,,,,,120.0,FAIL,,NONE
SY03Q05,SY03Q05_L,CHECKPOINT_SAFE,TRUE,FALSE,LD_02-SY03Q05_I1,"ULD_02-SY03Q05_I
ULD_02-SY03Q05_I1",,,,EV_RP_Zone_Temple_MedusaFinaleTriggerArea,Enter the Sanctum's Sacred Room,,,//,,,//,,,//,,,//,,,,,,NONE
SY03Q05,SY03Q05_M,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-MedusaFluid_SY03Q05,Collect the secrection,[SYS_3 TS_SUB-Mosque TS_INT-MedusaFluid_SY03Q05],,,,,//,,,//,,,,,,,,,NONE
SY03Q05,SY03Q05_N,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_RP_Zone_Temple_SafeAreaFinalTrigger,Leave the Sanctum,[SYS_3 TS_SUB-Mosque TS_Zone_Temple_SafeAreaFinalTrigger],,,,,//,,,//,,,,,,,,,NONE
SY03Q06,SY03Q06_A,CHECKPOINT_SAFE,FALSE,FALSE,,CI_INT-ClumpHaustor_SY03Q06,,,,EV_IC_INT-ClumpHaustor_SY03Q06,Use the scanner to locate and collect a Clump Haustor in Timeless Ruins,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-0]
[SYS_3 TS_SUB-Tree TS_INT-ClumpHaustor_SY03Q06]",,//,,,//,,,//,,,//,,,,,,NONE
SY03Q06,SY03Q06_B,CHECKPOINT_ALWAYS,FALSE,FALSE,,CIR_INT-ClumpHaustor_SY03Q06,,,,EV_RE_SS-Macbeth,Deliver the Clump Haustor to Stump Station,[SYS_3 TS_SUB-Tree TS_SS-Macbeth],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q07,SY03Q07_A,CHECKPOINT_SAFE,FALSE,FALSE,,CI_INT-SporeHaustor_SY03Q07,,,,EV_IC_INT-SporeHaustor_SY03Q07,Use the scanner to locate and collect a Spore Haustor in Eerie Ruins,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-1]
[SYS_3 TS_SUB-Tree TS_INT-SporeHaustor_SY03Q07]",,//,,,//,,,//,,,//,,,,,,NONE
SY03Q07,SY03Q07_B,CHECKPOINT_ALWAYS,FALSE,FALSE,,CIR_INT-SporeHaustor_SY03Q07,,,,EV_RE_SS-Macbeth,Deliver the Spore Haustor to Stump Station,[SYS_3 TS_SUB-Tree TS_SS-Macbeth],,//,,,//,,,//,,,//,,,,,,NONE
SY03Q08,SY03Q08_A,CHECKPOINT_SAFE,FALSE,FALSE,,CI_INT-CapsuleHaustor_SY03Q08,,,,EV_IC_INT-CapsuleHaustor_SY03Q08,Use the scanner to locate and collect a Capsule Haustor in Last Ruins,"[SYS_3 TS_SUB-Tree TS_Zone_SY3_Ss1_Archeo-2]
[SYS_3 TS_SUB-Tree TS_INT-CapsuleHaustor_SY03Q08]",,//,,,//,,,//,,,//,,,,,,NONE
SY03Q08,SY03Q08_B,CHECKPOINT_ALWAYS,FALSE,FALSE,,CIR_INT-CapsuleHaustor_SY03Q08,,,,EV_RE_SS-Macbeth,Deliver the Capsule Haustor to Stump Station,[SYS_3 TS_SUB-Tree TS_SS-Macbeth],,//,,,//,,,//,,,//,,,,,,NONE
